"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-17","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","26","H,,S","37",",,W","15",",,W","   20",",,W","   20",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-18","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","32","H,,S","45",",,W","24",",,W","  180",",,W","  120",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-19","2.91",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","44","H,,S","55",",,W","39",",,W","  190",",,W","  120",",,W","10.1",",,W","16.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-20","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","54","H,,S","64",",,W","48",",,W","  180",",,W","  180",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-21","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","63","H,,S","72",",,W","55",",,W","  180",",,W","  170",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-22","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","59","H,,S","65",",,W","37",",,W","  320",",,W","  330",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-23","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","65",",,W","26",",,W","   20",",,W","   70",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-24","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","43","H,,S","65",",,W","24",",,W","   70",",,W","   70",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-25","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","42","H,,S","65",",,W","23",",,W","  150",",,W","  150",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-26","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","69",",,W","51",",,W","  150",",,W","  160",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-27","8.05",",,W",,,"0.06",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","71",",,W","58",",,W","   20",",,W","   30",",,W","21.0",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-28","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","70",",,W","34",",,W","   10",",,W","   10",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-29","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","68",",,W","31",",,W","   10",",,W","  350",",,W","21.9",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-30","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","44","H,,S","66",",,W","26",",,W","  180",",,W","  180",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-01-31","11.18",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","72",",,W","35",",,W","  190",",,W","  180",",,W","23.9",",,W","30.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-01","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","74",",,W","50",",,W","   10",",,W","  360",",,W","25.1",",,W","32.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-02","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","60",",,W","45",",,W","   10",",,W","   20",",,W","28.0",",,W","32.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-03","6.26",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","56",",,W","40",",,W","  170",",,W","  170",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-04","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","75",",,W","34",",,W","   20",",,W","   40",",,W","23.0",",,W","28.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-05","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","56",",,W","40",",,W","   30",",,W","   30",",,W","25.1",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-06","10.74",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","55",",,W","40",",,W","  360",",,W","  360",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-07","14.32",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","41","H,,S","48",",,W","35",",,W","  350",",,W","  350",",,W","23.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-08","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","42","H,,S","59",",,W","31",",,W","   20",",,W","   20",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-09","6.93",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","62",",,W","50",",,W","  190",",,W","  180",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-10","8.72",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","63",",,W","39",",,W","   10",",,W","   10",",,W","21.9",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-11","14.54",",,W",,,"0.02",",,W,2400","0.0","T,,W","0.0",",,W","37","H,,S","41",",,W","29",",,W","  360",",,W","   10",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,"    1",",,W","    1",",,W","    1",",,W","    1",",,W",,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-12","11.18",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","35","H,,S","41",",,W","30",",,W","   20",",,W","  360",",,W","21.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-13","5.82",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W","40","H,,S","46",",,W","38",",,W","   10",",,W","   60",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-14","4.25",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","71",",,W","46",",,W","  180",",,W","  180",",,W","15.0",",,W","19.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-15","10.74",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","67","H,,S","77",",,W","64",",,W","  200",",,W","  200",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-16","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","76",",,W","57",",,W","   10",",,W","  360",",,W","25.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-17","6.93",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","62",",,W","45",",,W","   10",",,W","   20",",,W","15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-18","9.62",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","55","H,,S","77",",,W","51",",,W","  160",",,W","  170",",,W","23.9",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-19","17.67",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","82",",,W","68",",,W","  170",",,W","  170",",,W","31.1",",,W","42.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-20","13.87",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","73",",,W","69",",,W","  150",",,W","  140",",,W","25.1",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-21","15.21",",,W",,,"0.27",",,W,2400","0.0",",,W","0.0",",,W","55","H,,S","71",",,W","40",",,W","   30",",,W","   30",",,W","25.9",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-22","10.07",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W","40","H,,S","44",",,W","37",",,W","  360",",,W","  360",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-23","4.92",",,W",,,"0.28",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","65",",,W","43",",,W","   80",",,W","   70",",,W","18.1",",,W","21.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-24","11.41",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","76",",,W","61",",,W","  150",",,W","  140",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-25","8.05",",,W",,,"0.11",",,W,2400","0.0",",,W","0.0",",,W","61","H,,S","64",",,W","44",",,W","   40",",,W","   30",",,W","17.0",",,W","23.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-26","6.04",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","55","H,,S","70",",,W","49",",,W","   10",",,W","   70",",,W","14.1",",,W","18.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-27","8.95",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","81",",,W","55",",,W","  180",",,W","  170",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-02-28","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","83",",,W","68",",,W","  150",",,W","  150",",,W","23.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-01","12.75",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","68","H,,S","71",",,W","50",",,W","  330",",,W","  330",",,W","35.1",",,W","44.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-02","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","76",",,W","47",",,W","  140",",,W","  130",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-03","6.04",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","72",",,W","43",",,W","  150",",,W","  120",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-04","12.30",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","68","H,,S","81",",,W","64",",,W","  170",",,W","  180",",,W","23.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-05","11.41",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","73","H,,S","84",",,W","61",",,W","   20",",,W","   30",",,W","25.1",",,W","32.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-06","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","63","H,,S","74",",,W","47",",,W","   40",",,W","   50",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-07","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","55","H,,S","66",",,W","39",",,W","   20",",,W","   10",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-08","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","71",",,W","41",",,W","  190",",,W","  190",",,W","18.1",",,W","28.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-09","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","60","H,,S","73",",,W","46",",,W","  190",",,W","  190",",,W","23.0",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-10","10.07",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","72","H,,S","89",",,W","66",",,W","  150",",,W","  160",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-11","17.22",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","70",",,W","54",",,W","   10",",,W","  360",",,W","38.0",",,W","44.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-12","11.63",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","66",",,W","39",",,W","   20",",,W","   30",",,W","23.9",",,W","28.0",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-13","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","70",",,W","34",",,W","   30",",,W","   60",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-14","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","72",",,W","33",",,W","  160",",,W","  100",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-15","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","76",",,W","40",",,W","  180",",,W","  170",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-16","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","71","H,,S","88",",,W","61",",,W","  190",",,W","  190",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-17","9.62",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","72","H,,S","84",",,W","59",",,W","  150",",,W","  150",",,W","23.9",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-18","5.37",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","82",",,W","62",",,W","  150",",,W","  120",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","30.1831","-97.6799","146.3","2018-03-19","11.18",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","72","H,,S","84",",,W","57",",,W","  320",",,W","  300",",,W","21.0",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,
